c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
14094,Customer#000014094,Onya55mj8iEp7,6,16-677-509-3243,2752.84,AUTOMOBILE,"nts among the sly, regular warthogs wake always along the requests. evenly special requests among the hoc"
14184,Customer#000014184,RKXpYB8TvEH1meN IkVkfI5,15,25-436-209-6887,4651.72,BUILDING,he ironic instructions cajole according to the fluffily final ideas. even deposits cajole blithely. fl
14222,Customer#000014222,CWAysJN5n0ub8N,6,16-343-953-7865,9975.1,HOUSEHOLD,"ze slyly among the bold, regular pinto beans. carefull"
14261,Customer#000014261,byjnDe6Na0A3YEfo,8,18-219-164-1060,6315.08,BUILDING," even forges wake. even requests wake about the express, enticing package"
14310,Customer#000014310,qqcPJjWCCcSd1BUopu9K4bpdxZ4Ad48WU3ae,8,18-444-118-3873,1396.29,MACHINERY,nto beans cajole slyly pending pinto beans. fluffily regular deposits wake above the regular
14439,Customer#000014439,n7rbA0NDYqJevwL,6,16-777-766-3180,4991.28,BUILDING,y final courts hinder slowly. slyly unusual theodolites after the regular foxes haggle finally regular ideas. regul
14514,Customer#000014514,PpX8tTrrJndUMBxh3yTeB06RvcU4 RYF51X1M,9,19-121-757-6106,2800.78,HOUSEHOLD,"ng packages haggle fluffily slyly ironic sheaves. blithely even ideas cajole slyly. ironic, "
11755,Customer#000011755,CjwMujvVqqvEKQh,7,17-689-362-4507,295.83,AUTOMOBILE," fluffily at the furiously final packages. furiously even accounts above the express, bold packages use sil"
11793,Customer#000011793,TFR7tAgPAU6kGZUkCEwVDBggkDTdTUQ3h6qf21,9,19-565-752-3329,182.34,HOUSEHOLD,dependencies integrate across the slyly unusual accounts. furiously regular pac
11966,Customer#000011966,OzjKtOvsUMREvF QG ujZfLO1Uv,16,26-471-954-5530,7546.91,AUTOMOBILE,s theodolites haggle carefully dependencies. 
12105,Customer#000012105,uQKy3gt00qO60TS7CRzj,9,19-604-373-4564,2230.28,AUTOMOBILE,ackages alongside of the carefu
12116,Customer#000012116,dMUrxWaAvBlkkqKuMz,20,30-120-490-8288,2434.99,FURNITURE,e carefully against the quickly ironic platelets. ironic excuses sleep against the silent requests.
12123,Customer#000012123,hDHrKoB1Ais,13,23-385-246-8982,9271.98,MACHINERY,"fily across the ironic, ironic sauternes: quickly ironic pin"
12325,Customer#000012325,hjsXQsY4HjSAuasI1AC3ghuHejo011n FaKvMMLp,7,17-624-605-1487,8708.3,AUTOMOBILE,bold deposits are about the carefully special instructions. regular pinto beans accordi
12440,Customer#000012440,jD 7itSg 2Ey,24,34-618-669-2212,9419.51,AUTOMOBILE,"the furiously unusual ideas. express, final requests int"
12692,Customer#000012692,ZFRFt3RaWw5eRsiCAEy,13,23-269-436-1606,7662.86,FURNITURE,ly thin frets. carefully regular packages about the regular packages
12785,Customer#000012785,ei02ErGKodkkLgtW8A0r4N8pQHyi,24,34-272-956-5060,5920.91,FURNITURE,are carefully above the instructions. slyly ironic accounts according to the furiously ironic deposits cajole caref
12837,Customer#000012837,TSxCYXamLn00heptLliMcJ f7TsrPa29Vke13mL,8,18-117-399-6803,8356.8,HOUSEHOLD,lar dinos detect quickly. regular deposits are slowly bravely 
12947,Customer#000012947,kCR3FT4bWp10Hp2f8RMCtEGYiiyh,6,16-925-326-2135,7545.62,BUILDING,he blithely regular dependencies use slyly along the blithely bold requests. quickly regular deposits af
13187,Customer#000013187,"6s8BymK8Nb,b5lrSZa",6,16-743-987-1114,6473.32,MACHINERY, furiously even instructions. express dugouts are furiously ironic pi
13201,Customer#000013201,t0kwqLN1Br gQwvjrf2C4 6xY3eB20,13,23-774-437-7561,5877.17,HOUSEHOLD,", express gifts cajole about the ironic, unusual ideas. "
13321,Customer#000013321,x2 FornfuhIgclsYcO61RyaLwwf1x8,20,30-248-347-4254,6605.68,BUILDING,ckly final accounts. accounts hang slyly pending attainments. slowly unusual requests boos
13400,Customer#000013400,hj9d2Bmw5agz9O,24,34-939-609-2753,6068.19,HOUSEHOLD," the ironic, silent deposits. furiously ironic accounts cajole blithely blithely regular packages. ironic, "
13572,Customer#000013572,qr3i9Bog2 vBCsc8IEzK9J,13,23-142-434-7619,2353.35,HOUSEHOLD,fy deposits nag according to the express packages? 
13638,Customer#000013638,"jn4MnKDZLm3VUgokoUm,ACtRlN",8,18-117-499-4861,8145.77,MACHINERY,nal requests sleep after the fluffily ironic pinto beans: ironic platelets detect slyly blithel
13654,Customer#000013654,hJeBg7hm C9jBjVPkHJL41bVQsE,0,10-620-135-4618,2777.57,BUILDING,thless foxes are carefully carefully even courts. always express as
13731,Customer#000013731,"Cy14DnW LTS2uMsgM,83UzsyKZGkVZgx e",15,25-223-409-9497,9391.6,AUTOMOBILE,c accounts promise blithely across the furiously regular packages; sh
13746,Customer#000013746,yXHdGNm9mrZlVNkaPtS5yOCR,14,24-480-811-3762,7727.81,MACHINERY,"st the bold, special requests sleep against the quickly silent requests. care"
14112,Customer#000014112,YGZxk077lC6rXYoiMG6Oegogw,5,15-874-212-8816,8304.03,BUILDING,l foxes. instructions haggle. fluffily ironic accounts cajole furiously alongside of the carefully silent reques
14160,Customer#000014160,"b36db6eCKrZWy Pm,MiE",17,27-503-963-4435,8277.88,AUTOMOBILE,"usual accounts promise furiously. furiously unusual theodolites haggle. final, ex"
14170,Customer#000014170,poI9Xm5wHp,20,30-912-733-4632,9755.65,AUTOMOBILE,s. sometimes even packages haggle about the carefully regular excuses. silent dolphins bo
14420,Customer#000014420,"pNagRXGP0g8SXb84wHrV1Kn3,GI",17,27-742-191-1003,7552.98,FURNITURE,. furiously special packages wake carefully final deposits. pending foxes integrate fin
14616,Customer#000014616,sj9L14rbrae6HkCVjk8FvSRdJ76y3UJ6LJeY,14,24-785-573-4830,-67,MACHINERY,y. express foxes wake quickly under the requests. pendin
14621,Customer#000014621,owVrl0 8xlR  ,7,17-702-843-2085,464.81,BUILDING,lent deposits sleep quickly at the instru
14716,Customer#000014716,6v zIQVw2o1vQiXIPxrRO1nfSPymDy96dTi,4,14-252-693-6802,3640.79,HOUSEHOLD,usual pinto beans cajole thinly above the ironic packages? pending in
14783,Customer#000014783,U6yhzPCZjh,2,12-937-220-7748,-986.15,MACHINERY,ully above the special accounts. asymptotes cajole quickly care
14916,Customer#000014916,"0YVuq2ZCbJGqiIJrGn,RZ",15,25-400-635-5281,5961.85,BUILDING,"o beans use. furiously unusual ideas use special deposits. even, express pinto beans nag carefu"
14917,Customer#000014917,P1SOz 1VS7vuHBF0OTEnfN,13,23-815-258-6266,-139.26,FURNITURE, around the pending platelets. fluffily ironic asymptotes sleep q
15126,Customer#000015126,GrtNh6nafqcrQE3xLPcvxzINw6K,16,26-151-454-6836,7117.45,HOUSEHOLD,thely special packages sublate fur
15239,Customer#000015239,"rxBrFddixRvY8Puxg7teaxZs,,7",20,30-406-778-5001,4887.67,AUTOMOBILE,ar requests sleep furiously doggedly special deposits. unusual deposits after the caref
15243,Customer#000015243,PGrmV7pe0pZEw3aPBEPvoscqWVlIUrj,7,17-901-960-8344,2363.91,MACHINERY,"regular deposits. furiously final requests engage quietly. bold, unu"
15289,Customer#000015289,",zykujLm0 ak npyWA1XAlPf6MIa",14,24-327-832-4651,9143.24,BUILDING,ly special requests are. stealthily final asymptotes wake furiously in place 
15436,Customer#000015436,LXtpewWV72ger4JZBV8cpUdnUl,23,33-223-541-6536,3265.05,BUILDING,ites. pinto beans haggle among the unusual pinto beans. packages was. regular dependencie
15537,Customer#000015537,",mttrsKY8lQ6MdAn",4,14-824-866-8888,6066.66,FURNITURE,unusual ideas. even platelets mold blithely
15596,Customer#000015596,qVPTDsilfzMTpvf3A670tLBg9ovXMCEyg4IRiRj,14,24-510-925-1845,-657.62,MACHINERY,#NAME?
15703,Customer#000015703,wGtdjC49IPB6pEVc,19,29-583-470-1709,-386.05,MACHINERY,arefully final deposits use quickly about the carefully close requests. blithely pending packages cajo
15813,Customer#000015813,"kKQO1jFnAkxazDxxurFvuBCl,DbAi6,Zd",19,29-650-126-1874,-846.3,FURNITURE,the carefully express Tiresias sleep slyly ironic platel
16092,Customer#000016092,AswNa58IBl52zkC8UOW4pCqTRy3ulpq6,11,21-250-598-5396,5362.7,MACHINERY,s eat across the regular packages. stealthily final excuses within
16106,Customer#000016106,xSvdpyGFGCQWclXNjOSzuNc3jM4mjIdRV9Oh,1,11-903-257-5255,5199.9,AUTOMOBILE,"yly pending packages. carefully final deposits detect special requests. pending, ironic e"
16260,Customer#000016260,cNYbuE 3eooU,6,16-534-625-4026,7548.55,FURNITURE, requests. slyly final deposits are after the special deposits. quickly even packages after the ca
16348,Customer#000016348,7mB7R0PSB5dPRazN661TOwsFCRWAAWSo6,22,32-487-713-5582,9108.18,BUILDING, ironic patterns among the carefully busy ideas sleep 
16472,Customer#000016472,Q67ySDOfTus,0,10-508-801-6768,7030.96,HOUSEHOLD,"sts boost above the blithely final requests. regular, regular"
16518,Customer#000016518,ZeG4dkjBQ6CLltAkrfYWVodufv04e6,12,22-816-397-9613,2991.2,FURNITURE," was boldly fluffily regular ideas: final, regular accounts haggle across the ironic, pending"
9938,Customer#000009938,82p6kPDWnqwyp,17,27-902-364-9995,9697.38,HOUSEHOLD,cording to the slyly unusual deposits caj
10603,Customer#000010603,c43EaRYZzxuMxHLAq3pYdATfZ2NKjYqyU,1,11-102-674-9369,4652.49,BUILDING,"r ideas. even, special theodolites at the quickly "
10785,Customer#000010785,XJAqxQf8GdLXL2U,5,15-885-168-3821,8040.42,MACHINERY,excuses are blithely regular packages. blith
10872,Customer#000010872,"8,tfiIHDbsEgLHOtyvQI75eIV7ztcU",16,26-754-226-7300,8121.81,FURNITURE, wake closely toward the express requests. unusual deposits are blithely ironic deposi
11155,Customer#000011155,pmSkoRInjf0s6UCziy94zFNb Zg0BksI ,19,29-757-654-3031,8187.73,BUILDING,haggle blithely against the carefully special acc
11189,Customer#000011189,UJzwb3fI7jM,16,26-224-520-4696,4965.47,BUILDING,he furiously even grouches. furiously special instructions sleep silently ironic accou
11485,Customer#000011485,qUQuEmEOryLjInPpatWY0CjC85Xy,6,16-644-740-1282,-373.65,HOUSEHOLD,"furiously special accounts. bold, enticing dolphins sleep carefully even ideas. regular accounts around the f"
11799,Customer#000011799,LjHVpQgO94eg4QELrXKJ OoCL5gazSqX1pN,0,10-691-509-9855,4479.72,AUTOMOBILE,"of the pending, unusual ideas. ironic pinto beans are carefully. fu"
11801,Customer#000011801,0pI3L0GY4u,8,18-243-162-3876,6346.93,BUILDING,o the slyly pending accounts. slyly final theodolites are blithely across the re
12085,Customer#000012085,TfNy5d3AUMIFEL7Ko9eUKgZ2N1,18,28-996-962-6098,2755.79,FURNITURE,ly special foxes haggle. regular mul
12114,Customer#000012114,MQ94e7I2P whjNu4zlzGc2DK,6,16-669-682-9166,4480.71,AUTOMOBILE,ess foxes must are slyly alongside of the slyly final realms. blithely even deposits detect fluf
12228,Customer#000012228,5JKULN0Gyc,15,25-461-842-2586,287.3,BUILDING,s along the ironic warhorses sleep slyly furiously regular deposi
12331,Customer#000012331,xKZ2t6THFUGyZJXd01Fk0YqIA4l81We3jNALrMD,16,26-257-590-5367,4698.99,HOUSEHOLD,ending waters. quickly final r
12408,Customer#000012408,"N7rsJtSnmFhPylpK98FDMAO2f8,ZUE",4,14-706-154-3838,9310.09,MACHINERY,y bold instructions haggle furiously. furiously special foxes nag carefully
12413,Customer#000012413,5uzEW8FKxtakuF8AsYZ9r6oVPJ5ZeeD9cjYRxOrV,23,33-773-557-6633,3193.01,FURNITURE,ickly ironic excuses are blithely blithely final depo
12600,Customer#000012600,"XpMeNl,hg5ZC9 Rs",10,20-217-984-3060,6036.63,FURNITURE,arefully regular deposits. blithely unu
12618,Customer#000012618,wPSuriMTk8LWj8A83KFE4XsEl,8,18-186-667-6905,1240.57,BUILDING,"onic sentiments wake. express, regular packages integrate according to the requests. blithe requests cajole qu"
12727,Customer#000012727,"mlHjPrHovvMzTdGWFQ,ae,oC2BS,",3,13-622-404-1878,6487.22,MACHINERY,eodolites use never. fluffily express accounts serve furiously courts. even accounts sleep regul
13125,Customer#000013125,"drjL8iZ8Y4RKp,jkLv2KpM7xTUcW,1ydPj",24,34-228-841-9307,5731.19,AUTOMOBILE,ainst the regular accounts. furiously even foxes cajole busily. 
13176,Customer#000013176,IAcOKcG0KIRRcqkv5lBHO gG58iGd,19,29-309-186-5368,7388.46,BUILDING,"excuses detect carefully ironic, unusual "
13189,Customer#000013189,ZFT5LRrpAp6OtVGt3kC6XZk3ZAVrWrgYLv,20,30-398-410-4200,-996.16,FURNITURE,furiously final requests x-ray ironic
13454,Customer#000013454,anEQnILZ09D8BxwwXvAmz,3,13-147-478-8028,4781,AUTOMOBILE,venly final deposits. slyly regular ideas affix fluff
14067,Customer#000014067,rEIGdfanwiw8YxLMG2Y opNbq3w vdecq,1,11-349-551-1658,-551.76,MACHINERY,ake carefully bold dinos. regular requests sleep. accounts cajole fluffily blithely final depths. fluffil
14169,Customer#000014169,Pyefxi3lPAYNd4hUgZ2FpT2INZhBfjFhQdAF,16,26-217-573-3687,8441.64,MACHINERY,ilent ideas hinder stealthily unusual foxes. ironic foxes believe evenly. slyly stealthy requests doubt blit
14212,Customer#000014212,JFe3DV O0DQ6uDGxuiVgwbaaWARhSDNW,2,12-909-409-6123,196.44,MACHINERY,eep unusual requests. fluffily quick requests kindle quickly against the express braid
14247,Customer#000014247,"xIK V,EpI7VGuHziirJQBsr,NbxK0",12,22-107-214-2223,9139.73,AUTOMOBILE, requests haggle quietly after the carefully ironic requests. carefully pending deposits int
14397,Customer#000014397,"2lLs6aaxnEnmK4vuJnJl MFo4lCU8FYe6i7P0,y",2,12-862-160-6259,7047.62,HOUSEHOLD,nts wake furiously even courts. busily even deposits cajo
14562,Customer#000014562,OybCcFlt85QfwgLI,22,32-858-742-8453,8554.76,BUILDING, packages nag slyly furiously ironic theodolites. slyly final foxes integrate slyly. unusual re
14825,Customer#000014825,Ji4FwsFcd7gCoTqjbD7dd2I7,15,25-650-452-6607,855.1,FURNITURE,the carefully unusual ideas cajole furiously e
14828,Customer#000014828,QHr4XX6n6LEisumOSxnk o20K4O,2,12-840-343-8757,918,BUILDING,ly regular pinto beans ought to haggle blithely around the caref
14846,Customer#000014846,sehE8dByFdnQqzu,5,15-972-996-4702,9021.18,HOUSEHOLD, requests sleep after the furiously special instructions. carefully regular dependencies cajole slyly slyly reg
15260,Customer#000015260, 9oxMfKRcPXOIV,0,10-369-734-4752,4049.71,BUILDING,"ges; special, final foxes sleep slyly. fluffily "
15322,Customer#000015322,DS sdnZ7mb0u78v,21,31-937-667-6861,3697.61,HOUSEHOLD," beans. even, ironic ideas eat slyly silent requests. excuses across the busy deposits cajole quic"
15463,Customer#000015463,6DmjmPBSqPD6K0XdFPhAO1PrGUd3XkprOLA,17,27-775-838-7198,2211.74,BUILDING,riously pending foxes. ironic instructions must unwind. carefully regular dolphins sleep quickly ironic ideas. 
15619,Customer#000015619,I6VEipRPpWPlS5WlYZ71whnBn,5,15-455-951-1371,1605.7,MACHINERY,uriously unusual asymptotes haggle quickly slyly silent platelets. accounts detect after
15755,Customer#000015755,adJX C50a6OaYsHGGr3D5TDqt6yt ZKi 7pA,6,16-474-405-5855,8424.82,BUILDING,eposits affix carefully. notornis integrate enticingly above the pendin
15827,Customer#000015827,"taxjMyC,EX 7 1TiGWOyN4",7,17-752-169-5309,1681.98,FURNITURE,"thes. pending, ironic deposits cajole enticing deposits. regular i"
15835,Customer#000015835,"coS6W,EJT7ZDf 2LOd7X,ReWadF5W8Xacbl",16,26-866-599-4862,4114.71,FURNITURE,"r, ironic dolphins sleep slyly regular deposits. regular de"
15884,Customer#000015884,IbqtWP9Q6Do2xLpTqOOjbaj,17,27-747-816-6096,5536.61,HOUSEHOLD,equests along the requests run carefully around the epitaphs. carefully regular requests nag slyly across the fluf
16048,Customer#000016048,VLGZ3ekRm2MBOhZ2777RE65s,10,20-350-908-7197,2709.71,FURNITURE,y pending ideas hang furiously about t
16312,Customer#000016312,"e15Z7Ag1o,hzDN",11,21-543-595-3166,6961.01,AUTOMOBILE,lyly about the regular foxes. furiously special instructi
16358,Customer#000016358,"qqgdGUO3hBE5I,",20,30-924-224-4631,8899.12,AUTOMOBILE,ke carefully blithely unusual deposits. slyly ironic deposits sleep slyly against th
16791,Customer#000016791,"UHJvnmmbxdz0lG3hDZpCVl,dnHugQqhACVn",18,28-940-623-2448,6797.65,MACHINERY,ly regular deposits are furiously foxes. quietly
17000,Customer#000017000,qhXautYYpburhugN13OYFE6wD,12,22-358-904-4330,1183.28,BUILDING,ic deposits about the blithely ironic notorn
17058,Customer#000017058,ZyWpXq0s YS,24,34-416-395-8670,-358.23,FURNITURE,kages boost above the fluffily final warthogs. requests haggle slyly among the quickly special platel
17243,Customer#000017243,IHUzBfE95u sFCqYxKW,4,14-291-705-5713,8435.82,HOUSEHOLD,fully quickly regular asymptotes. regularly ironic packages wake furiously silent depos
17763,Customer#000017763,"tOjGOpGHtNumR,k485qbzB6TIR8",17,27-667-891-3694,5185.14,MACHINERY,fily accounts. slyly ironic dependencies snooze sly
17825,Customer#000017825,"soj,Ke0RVoncNW4RN9VKBu4ygNGX5zSoa",5,15-218-897-7207,5059.27,AUTOMOBILE,"yly even warhorses after the warthogs promise slyly against the regular, ironic packages. even account"
18141,Customer#000018141,"3,PVuZDnLFV25g4ufVsqYZL2udXwdD89x5Q",13,23-495-469-5386,7664.7,AUTOMOBILE, fluffily ironic requests run. carefully regular accounts detect. quickl
18173,Customer#000018173,dqAC0B60hrwm0Ndb3hV6A8mjKjaBp1,13,23-638-297-9712,7221.27,MACHINERY,se furiously bold packages. regular accounts must nag slyly. accounts snooze. theodo
18345,Customer#000018345,QICnKTjMZzEtp7UTGRK5k4T1qjiOFy7X62mTTfH,17,27-400-924-1203,9281.08,HOUSEHOLD,onic deposits after the final deposits affix pending ideas. blithely special deposits integ
18367,Customer#000018367,1yPIVNEgZm0N87Txa0,7,17-343-286-2180,7518.46,MACHINERY,ut the blithe foxes. special requests boost quickly. bold waters against the special foxes use furiously 
18849,Customer#000018849,"BAalcaPkfaO,",21,31-842-174-5298,5744.16,BUILDING, haggle regular foxes. even accounts sl
19047,Customer#000019047,"jxJkfJwD4cwABFkBt0W,0BrRw6an8Rr",14,24-457-690-5080,2651.39,HOUSEHOLD,accounts dazzle quickly. unusual accounts sleep slyly. even accou
19526,Customer#000019526,"AKsZ9JJgJJibqGRSg8C1eo,Fa8nKEvxO",14,24-492-852-4116,9588.99,FURNITURE,o the special multipliers. doggedly even pinto beans are doggedly blithely regular ideas. packages after 
19635,Customer#000019635,C10w8COyBbZnrZRZ4M6,8,18-899-404-8886,3671.63,MACHINERY,lar dependencies; furiously regular instructions according 
19876,Customer#000019876,ckrrWEegyv5GMjsQ BpdvNfxZSCiUcG,1,11-987-898-7849,3993.19,BUILDING,even requests boost fluffily careful
20019,Customer#000020019,O6PspHDxStOP2yweUOjcvxQwBCvG7UnESJfHLa,20,30-306-920-6226,-157.49,HOUSEHOLD,ons sleep carefully quickly bold packages. blithely final packages haggle quickly 
20034,Customer#000020034,UhralSSQ1A,7,17-126-485-3399,840.46,FURNITURE,c requests use above the furiously special packages? bold depo
20118,Customer#000020118,"tW IDVcTXoX,1brI",0,10-863-294-4126,-203.09,HOUSEHOLD," haggle after the regular, ironic deposits. "
20224,Customer#000020224,HSJnnaIulpNdzNnGKPYriWh,20,30-513-235-1958,2278.33,FURNITURE,t about the furiously special foxes? express pinto beans haggle according to the slyly express accounts.
20306,Customer#000020306," 0ZO bR4xbKjF,qrcx,3mb3",19,29-727-954-5479,6281.97,BUILDING,"ts behind the slyly express accounts nag regular, ironic requests. slyly"
20630,Customer#000020630,lcI1cbPZ2kyqQYqLa9m e7z1OCfVGrh0ocDy,2,12-246-809-6791,1002.04,AUTOMOBILE,ding to the furiously even depo
20633,Customer#000020633,"wbjB8zbIR1yhKi5i,y",9,19-956-683-6717,436.68,HOUSEHOLD,packages sleep blithely among the furiously even accounts. furiously ironic foxes nag 
